REF_DATE,GEO,DGUID,Components of population growth,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,COORDINATE,VALUE
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,17
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,5
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,4
2021/2022,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,55
2022/2023,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,3
2023/2024,"Williams Lake (CA), British Columbia",2021S0504950,Net emigration,Total - gender,All ages,Persons,249,units,0,156.4.1.1,3
2017/2018,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,12
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,9
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,13
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,8
2021/2022,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,17
2022/2023,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,7
2023/2024,"Williams Lake (CA), British Columbia",2021S0504950,Returning emigrants,Total - gender,All ages,Persons,249,units,0,156.6.1.1,8
2017/2018,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,114
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,3
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,25
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,65
2021/2022,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,78
2022/2023,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,-31
2023/2024,"Williams Lake (CA), British Columbia",2021S0504950,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,156.8.1.1,-82
2017/2018,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,95
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,98
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,18
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,39
2021/2022,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,356
2022/2023,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,125
2023/2024,"Williams Lake (CA), British Columbia",2021S0504950,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,156.9.1.1,39
2017/2018,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,-9
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,67
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,0
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,-16
2021/2022,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,-56
2022/2023,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,61
2023/2024,"Williams Lake (CA), British Columbia",2021S0504950,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,156.10.1.1,76
2017/2018,"Williams Lake (CA), British Columbia",2021S0504950,Residual deviation,Total - gender,All ages,Persons,249,units,0,156.11.1.1,-43
2018/2019,"Williams Lake (CA), British Columbia",2021S0504950,Residual deviation,Total - gender,All ages,Persons,249,units,0,156.11.1.1,-29
2019/2020,"Williams Lake (CA), British Columbia",2021S0504950,Residual deviation,Total - gender,All ages,Persons,249,units,0,156.11.1.1,-18
2020/2021,"Williams Lake (CA), British Columbia",2021S0504950,Residual deviation,Total - gender,All ages,Persons,249,units,0,156.11.1.1,80
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,22
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,19
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,24
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,42
2021/2022,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,65
2022/2023,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,4
2023/2024,"Quesnel (CA), British Columbia",2021S0504952,Net emigration,Total - gender,All ages,Persons,249,units,0,157.4.1.1,4
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,10
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,11
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,4
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,7
2021/2022,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,18
2022/2023,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,6
2023/2024,"Quesnel (CA), British Columbia",2021S0504952,Returning emigrants,Total - gender,All ages,Persons,249,units,0,157.6.1.1,7
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,41
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,17
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,9
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,40
2021/2022,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,31
2022/2023,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,-19
2023/2024,"Quesnel (CA), British Columbia",2021S0504952,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,157.8.1.1,-62
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,114
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,27
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,-95
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,-4
2021/2022,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,103
2022/2023,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,149
2023/2024,"Quesnel (CA), British Columbia",2021S0504952,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,157.9.1.1,183
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,4
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,35
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,4
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,20
2021/2022,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,-33
2022/2023,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,46
2023/2024,"Quesnel (CA), British Columbia",2021S0504952,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,157.10.1.1,70
2017/2018,"Quesnel (CA), British Columbia",2021S0504952,Residual deviation,Total - gender,All ages,Persons,249,units,0,157.11.1.1,-50
2018/2019,"Quesnel (CA), British Columbia",2021S0504952,Residual deviation,Total - gender,All ages,Persons,249,units,0,157.11.1.1,-48
2019/2020,"Quesnel (CA), British Columbia",2021S0504952,Residual deviation,Total - gender,All ages,Persons,249,units,0,157.11.1.1,-54
2020/2021,"Quesnel (CA), British Columbia",2021S0504952,Residual deviation,Total - gender,All ages,Persons,249,units,0,157.11.1.1,39
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,19
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,6
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,0
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,0
2021/2022,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,7
2022/2023,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,8
2023/2024,"Prince Rupert (CA), British Columbia",2021S0504955,Net emigration,Total - gender,All ages,Persons,249,units,0,158.4.1.1,8
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,5
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,4
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,0
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,0
2021/2022,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,3
2022/2023,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,2
2023/2024,"Prince Rupert (CA), British Columbia",2021S0504955,Returning emigrants,Total - gender,All ages,Persons,249,units,0,158.6.1.1,2
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,33
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,63
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,74
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,56
2021/2022,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,31
2022/2023,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,-37
2023/2024,"Prince Rupert (CA), British Columbia",2021S0504955,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,158.8.1.1,-51
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,21
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-57
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-72
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-25
2021/2022,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-207
2022/2023,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-187
2023/2024,"Prince Rupert (CA), British Columbia",2021S0504955,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,158.9.1.1,-136
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,-15
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,39
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,40
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,57
2021/2022,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,33
2022/2023,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,175
2023/2024,"Prince Rupert (CA), British Columbia",2021S0504955,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,158.10.1.1,109
2017/2018,"Prince Rupert (CA), British Columbia",2021S0504955,Residual deviation,Total - gender,All ages,Persons,249,units,0,158.11.1.1,-73
2018/2019,"Prince Rupert (CA), British Columbia",2021S0504955,Residual deviation,Total - gender,All ages,Persons,249,units,0,158.11.1.1,-69
2019/2020,"Prince Rupert (CA), British Columbia",2021S0504955,Residual deviation,Total - gender,All ages,Persons,249,units,0,158.11.1.1,-92
2020/2021,"Prince Rupert (CA), British Columbia",2021S0504955,Residual deviation,Total - gender,All ages,Persons,249,units,0,158.11.1.1,19
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,19
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,13
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,5
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,33
2021/2022,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,6
2022/2023,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,6
2023/2024,"Terrace (CA), British Columbia",2021S0504965,Net emigration,Total - gender,All ages,Persons,249,units,0,159.4.1.1,6
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,9
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,13
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,13
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,6
2021/2022,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,6
2022/2023,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,10
2023/2024,"Terrace (CA), British Columbia",2021S0504965,Returning emigrants,Total - gender,All ages,Persons,249,units,0,159.6.1.1,10
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,24
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,47
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,75
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,96
2021/2022,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,-13
2022/2023,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,-48
2023/2024,"Terrace (CA), British Columbia",2021S0504965,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,159.8.1.1,-92
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,8
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,18
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,46
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,-68
2021/2022,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,-71
2022/2023,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,-17
2023/2024,"Terrace (CA), British Columbia",2021S0504965,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,159.9.1.1,-21
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,142
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,160
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,104
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,-3
2021/2022,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,110
2022/2023,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,382
2023/2024,"Terrace (CA), British Columbia",2021S0504965,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,159.10.1.1,477
2017/2018,"Terrace (CA), British Columbia",2021S0504965,Residual deviation,Total - gender,All ages,Persons,249,units,0,159.11.1.1,-128
2018/2019,"Terrace (CA), British Columbia",2021S0504965,Residual deviation,Total - gender,All ages,Persons,249,units,0,159.11.1.1,-119
2019/2020,"Terrace (CA), British Columbia",2021S0504965,Residual deviation,Total - gender,All ages,Persons,249,units,0,159.11.1.1,-117
2020/2021,"Terrace (CA), British Columbia",2021S0504965,Residual deviation,Total - gender,All ages,Persons,249,units,0,159.11.1.1,-12
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,84
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,53
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,73
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,54
2021/2022,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,81
2022/2023,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,17
2023/2024,"Prince George (CA), British Columbia",2021S0504970,Net emigration,Total - gender,All ages,Persons,249,units,0,160.4.1.1,18
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,41
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,30
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,58
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,30
2021/2022,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,43
2022/2023,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,28
2023/2024,"Prince George (CA), British Columbia",2021S0504970,Returning emigrants,Total - gender,All ages,Persons,249,units,0,160.6.1.1,29
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,123
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,90
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,38
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,30
2021/2022,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,127
2022/2023,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,-223
2023/2024,"Prince George (CA), British Columbia",2021S0504970,Net interprovincial migration,Total - gender,All ages,Persons,249,units,0,160.8.1.1,-310
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,432
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,177
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,230
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,-22
2021/2022,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,371
2022/2023,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,273
2023/2024,"Prince George (CA), British Columbia",2021S0504970,Net intraprovincial migration,Total - gender,All ages,Persons,249,units,0,160.9.1.1,154
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,657
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,668
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,318
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,-316
2021/2022,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,306
2022/2023,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,1770
2023/2024,"Prince George (CA), British Columbia",2021S0504970,Net non-permanent residents,Total - gender,All ages,Persons,249,units,0,160.10.1.1,1568
2017/2018,"Prince George (CA), British Columbia",2021S0504970,Residual deviation,Total - gender,All ages,Persons,249,units,0,160.11.1.1,-472
2018/2019,"Prince George (CA), British Columbia",2021S0504970,Residual deviation,Total - gender,All ages,Persons,249,units,0,160.11.1.1,-479
2019/2020,"Prince George (CA), British Columbia",2021S0504970,Residual deviation,Total - gender,All ages,Persons,249,units,0,160.11.1.1,-479
2020/2021,"Prince George (CA), British Columbia",2021S0504970,Residual deviation,Total - gender,All ages,Persons,249,units,0,160.11.1.1,-363
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,-2
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,12
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,21
2020/2021,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,15
2021/2022,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,15
2022/2023,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,15
2023/2024,"Dawson Creek (CA), British Columbia",2021S0504975,Net emigration,Total - gender,All ages,Persons,249,units,0,161.4.1.1,14
2017/2018,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,16
2018/2019,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,19
2019/2020,"Dawson Creek (CA), British Columbia",2021S0504975,Returning emigrants,Total - gender,All ages,Persons,249,units,0,161.6.1.1,8
