"","REF_DATE","Characteristics","Wealth","VALUE","covid"
"1138",2022-01-01,"Third income quintile","Total liabilities",451834,"COVID"
"1139",2022-04-01,"Third income quintile","Total liabilities",457406,"COVID"
"1140",2022-07-01,"Third income quintile","Total liabilities",473898,"COVID"
"1141",2022-10-01,"Third income quintile","Total liabilities",463091,"Post-COVID"
"1142",2023-01-01,"Third income quintile","Total liabilities",446261,"Post-COVID"
"1143",2023-04-01,"Third income quintile","Total liabilities",448516,"Post-COVID"
"1144",2023-07-01,"Third income quintile","Total liabilities",478682,"Post-COVID"
"1145",2023-10-01,"Third income quintile","Total liabilities",490497,"Post-COVID"
"1146",2024-01-01,"Third income quintile","Total liabilities",496133,"Post-COVID"
"1147",2024-04-01,"Third income quintile","Total liabilities",501527,"Post-COVID"
"1148",2024-07-01,"Third income quintile","Total liabilities",536162,"Post-COVID"
"1149",2017-10-01,"Third income quintile","Mortgage liabilities",323614,"Pre-COVID"
"1150",2018-01-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1151",2018-04-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1152",2018-07-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1153",2018-10-01,"Third income quintile","Mortgage liabilities",336379,"Pre-COVID"
"1154",2019-01-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1155",2019-04-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1156",2019-07-01,"Third income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1157",2019-10-01,"Third income quintile","Mortgage liabilities",338540,"Pre-COVID"
"1158",2020-01-01,"Third income quintile","Mortgage liabilities",319330,"Pre-COVID"
"1159",2020-04-01,"Third income quintile","Mortgage liabilities",316151,"COVID"
"1160",2020-07-01,"Third income quintile","Mortgage liabilities",301483,"COVID"
"1161",2020-10-01,"Third income quintile","Mortgage liabilities",282272,"COVID"
"1162",2021-01-01,"Third income quintile","Mortgage liabilities",274548,"COVID"
"1163",2021-04-01,"Third income quintile","Mortgage liabilities",287747,"COVID"
"1164",2021-07-01,"Third income quintile","Mortgage liabilities",280557,"COVID"
"1165",2021-10-01,"Third income quintile","Mortgage liabilities",305330,"COVID"
"1166",2022-01-01,"Third income quintile","Mortgage liabilities",315715,"COVID"
"1167",2022-04-01,"Third income quintile","Mortgage liabilities",323902,"COVID"
"1168",2022-07-01,"Third income quintile","Mortgage liabilities",333909,"COVID"
"1169",2022-10-01,"Third income quintile","Mortgage liabilities",322689,"Post-COVID"
"1170",2023-01-01,"Third income quintile","Mortgage liabilities",309370,"Post-COVID"
"1171",2023-04-01,"Third income quintile","Mortgage liabilities",310053,"Post-COVID"
"1172",2023-07-01,"Third income quintile","Mortgage liabilities",332283,"Post-COVID"
"1173",2023-10-01,"Third income quintile","Mortgage liabilities",335222,"Post-COVID"
"1174",2024-01-01,"Third income quintile","Mortgage liabilities",342844,"Post-COVID"
"1175",2024-04-01,"Third income quintile","Mortgage liabilities",341960,"Post-COVID"
"1176",2024-07-01,"Third income quintile","Mortgage liabilities",368061,"Post-COVID"
"1177",2017-10-01,"Third income quintile","Other liabilities",145472,"Pre-COVID"
"1178",2018-01-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1179",2018-04-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1180",2018-07-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1181",2018-10-01,"Third income quintile","Other liabilities",147604,"Pre-COVID"
"1182",2019-01-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1183",2019-04-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1184",2019-07-01,"Third income quintile","Other liabilities",NA,"Pre-COVID"
"1185",2019-10-01,"Third income quintile","Other liabilities",149471,"Pre-COVID"
"1186",2020-01-01,"Third income quintile","Other liabilities",149943,"Pre-COVID"
"1187",2020-04-01,"Third income quintile","Other liabilities",147338,"COVID"
"1188",2020-07-01,"Third income quintile","Other liabilities",139903,"COVID"
"1189",2020-10-01,"Third income quintile","Other liabilities",136419,"COVID"
"1190",2021-01-01,"Third income quintile","Other liabilities",132136,"COVID"
"1191",2021-04-01,"Third income quintile","Other liabilities",136773,"COVID"
"1192",2021-07-01,"Third income quintile","Other liabilities",134954,"COVID"
"1193",2021-10-01,"Third income quintile","Other liabilities",132073,"COVID"
"1194",2022-01-01,"Third income quintile","Other liabilities",136119,"COVID"
"1195",2022-04-01,"Third income quintile","Other liabilities",133503,"COVID"
"1196",2022-07-01,"Third income quintile","Other liabilities",139989,"COVID"
"1197",2022-10-01,"Third income quintile","Other liabilities",140403,"Post-COVID"
"1198",2023-01-01,"Third income quintile","Other liabilities",136891,"Post-COVID"
"1199",2023-04-01,"Third income quintile","Other liabilities",138463,"Post-COVID"
"1200",2023-07-01,"Third income quintile","Other liabilities",146399,"Post-COVID"
"1201",2023-10-01,"Third income quintile","Other liabilities",155274,"Post-COVID"
"1202",2024-01-01,"Third income quintile","Other liabilities",153288,"Post-COVID"
"1203",2024-04-01,"Third income quintile","Other liabilities",159567,"Post-COVID"
"1204",2024-07-01,"Third income quintile","Other liabilities",168100,"Post-COVID"
"1205",2017-10-01,"Third income quintile","Net worth (wealth)",1668162,"Pre-COVID"
"1206",2018-01-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1207",2018-04-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1208",2018-07-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1209",2018-10-01,"Third income quintile","Net worth (wealth)",1649172,"Pre-COVID"
"1210",2019-01-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1211",2019-04-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1212",2019-07-01,"Third income quintile","Net worth (wealth)",NA,"Pre-COVID"
"1213",2019-10-01,"Third income quintile","Net worth (wealth)",1757258,"Pre-COVID"
"1214",2020-01-01,"Third income quintile","Net worth (wealth)",1628768,"Pre-COVID"
"1215",2020-04-01,"Third income quintile","Net worth (wealth)",2031028,"COVID"
"1216",2020-07-01,"Third income quintile","Net worth (wealth)",2116290,"COVID"
"1217",2020-10-01,"Third income quintile","Net worth (wealth)",2223614,"COVID"
"1218",2021-01-01,"Third income quintile","Net worth (wealth)",2366034,"COVID"
"1219",2021-04-01,"Third income quintile","Net worth (wealth)",2423222,"COVID"
"1220",2021-07-01,"Third income quintile","Net worth (wealth)",2478368,"COVID"
"1221",2021-10-01,"Third income quintile","Net worth (wealth)",2558453,"COVID"
"1222",2022-01-01,"Third income quintile","Net worth (wealth)",2456026,"COVID"
"1223",2022-04-01,"Third income quintile","Net worth (wealth)",2362701,"COVID"
"1224",2022-07-01,"Third income quintile","Net worth (wealth)",2266502,"COVID"
"1225",2022-10-01,"Third income quintile","Net worth (wealth)",2291071,"Post-COVID"
"1226",2023-01-01,"Third income quintile","Net worth (wealth)",2307814,"Post-COVID"
"1227",2023-04-01,"Third income quintile","Net worth (wealth)",2364107,"Post-COVID"
"1228",2023-07-01,"Third income quintile","Net worth (wealth)",2327089,"Post-COVID"
"1229",2023-10-01,"Third income quintile","Net worth (wealth)",2422879,"Post-COVID"
"1230",2024-01-01,"Third income quintile","Net worth (wealth)",2415510,"Post-COVID"
"1231",2024-04-01,"Third income quintile","Net worth (wealth)",2495453,"Post-COVID"
"1232",2024-07-01,"Third income quintile","Net worth (wealth)",2521007,"Post-COVID"
"1233",2017-10-01,"Fourth income quintile","Total assets",2981233,"Pre-COVID"
"1234",2018-01-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1235",2018-04-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1236",2018-07-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1237",2018-10-01,"Fourth income quintile","Total assets",2986820,"Pre-COVID"
"1238",2019-01-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1239",2019-04-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1240",2019-07-01,"Fourth income quintile","Total assets",NA,"Pre-COVID"
"1241",2019-10-01,"Fourth income quintile","Total assets",3217232,"Pre-COVID"
"1242",2020-01-01,"Fourth income quintile","Total assets",3111699,"Pre-COVID"
"1243",2020-04-01,"Fourth income quintile","Total assets",3529897,"COVID"
"1244",2020-07-01,"Fourth income quintile","Total assets",3584632,"COVID"
"1245",2020-10-01,"Fourth income quintile","Total assets",3748103,"COVID"
"1246",2021-01-01,"Fourth income quintile","Total assets",3966163,"COVID"
"1247",2021-04-01,"Fourth income quintile","Total assets",3965994,"COVID"
"1248",2021-07-01,"Fourth income quintile","Total assets",4200913,"COVID"
"1249",2021-10-01,"Fourth income quintile","Total assets",4416159,"COVID"
"1250",2022-01-01,"Fourth income quintile","Total assets",4447549,"COVID"
"1251",2022-04-01,"Fourth income quintile","Total assets",4259381,"COVID"
"1252",2022-07-01,"Fourth income quintile","Total assets",4269972,"COVID"
"1253",2022-10-01,"Fourth income quintile","Total assets",4188935,"Post-COVID"
"1254",2023-01-01,"Fourth income quintile","Total assets",4196853,"Post-COVID"
"1255",2023-04-01,"Fourth income quintile","Total assets",4345433,"Post-COVID"
"1256",2023-07-01,"Fourth income quintile","Total assets",4359773,"Post-COVID"
"1257",2023-10-01,"Fourth income quintile","Total assets",4327460,"Post-COVID"
"1258",2024-01-01,"Fourth income quintile","Total assets",4380869,"Post-COVID"
"1259",2024-04-01,"Fourth income quintile","Total assets",4430417,"Post-COVID"
"1260",2024-07-01,"Fourth income quintile","Total assets",4575529,"Post-COVID"
"1261",2017-10-01,"Fourth income quintile","Financial assets",1536594,"Pre-COVID"
"1262",2018-01-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1263",2018-04-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1264",2018-07-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1265",2018-10-01,"Fourth income quintile","Financial assets",1546662,"Pre-COVID"
"1266",2019-01-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1267",2019-04-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1268",2019-07-01,"Fourth income quintile","Financial assets",NA,"Pre-COVID"
"1269",2019-10-01,"Fourth income quintile","Financial assets",1711108,"Pre-COVID"
"1270",2020-01-01,"Fourth income quintile","Financial assets",1605484,"Pre-COVID"
"1271",2020-04-01,"Fourth income quintile","Financial assets",1863360,"COVID"
"1272",2020-07-01,"Fourth income quintile","Financial assets",1863600,"COVID"
"1273",2020-10-01,"Fourth income quintile","Financial assets",1935334,"COVID"
"1274",2021-01-01,"Fourth income quintile","Financial assets",1993394,"COVID"
"1275",2021-04-01,"Fourth income quintile","Financial assets",1994787,"COVID"
"1276",2021-07-01,"Fourth income quintile","Financial assets",2041141,"COVID"
"1277",2021-10-01,"Fourth income quintile","Financial assets",2092957,"COVID"
"1278",2022-01-01,"Fourth income quintile","Financial assets",2047817,"COVID"
"1279",2022-04-01,"Fourth income quintile","Financial assets",1961403,"COVID"
"1280",2022-07-01,"Fourth income quintile","Financial assets",2004758,"COVID"
"1281",2022-10-01,"Fourth income quintile","Financial assets",1996624,"Post-COVID"
"1282",2023-01-01,"Fourth income quintile","Financial assets",2019029,"Post-COVID"
"1283",2023-04-01,"Fourth income quintile","Financial assets",2060026,"Post-COVID"
"1284",2023-07-01,"Fourth income quintile","Financial assets",2105804,"Post-COVID"
"1285",2023-10-01,"Fourth income quintile","Financial assets",2134683,"Post-COVID"
"1286",2024-01-01,"Fourth income quintile","Financial assets",2172459,"Post-COVID"
"1287",2024-04-01,"Fourth income quintile","Financial assets",2177941,"Post-COVID"
"1288",2024-07-01,"Fourth income quintile","Financial assets",2313553,"Post-COVID"
"1289",2017-10-01,"Fourth income quintile","Life insurance and pensions",714016,"Pre-COVID"
"1290",2018-01-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1291",2018-04-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1292",2018-07-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1293",2018-10-01,"Fourth income quintile","Life insurance and pensions",730296,"Pre-COVID"
"1294",2019-01-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1295",2019-04-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1296",2019-07-01,"Fourth income quintile","Life insurance and pensions",NA,"Pre-COVID"
"1297",2019-10-01,"Fourth income quintile","Life insurance and pensions",816048,"Pre-COVID"
"1298",2020-01-01,"Fourth income quintile","Life insurance and pensions",782770,"Pre-COVID"
"1299",2020-04-01,"Fourth income quintile","Life insurance and pensions",856994,"COVID"
"1300",2020-07-01,"Fourth income quintile","Life insurance and pensions",818290,"COVID"
"1301",2020-10-01,"Fourth income quintile","Life insurance and pensions",828206,"COVID"
"1302",2021-01-01,"Fourth income quintile","Life insurance and pensions",820802,"COVID"
"1303",2021-04-01,"Fourth income quintile","Life insurance and pensions",808706,"COVID"
"1304",2021-07-01,"Fourth income quintile","Life insurance and pensions",824482,"COVID"
"1305",2021-10-01,"Fourth income quintile","Life insurance and pensions",822052,"COVID"
"1306",2022-01-01,"Fourth income quintile","Life insurance and pensions",798501,"COVID"
"1307",2022-04-01,"Fourth income quintile","Life insurance and pensions",755197,"COVID"
"1308",2022-07-01,"Fourth income quintile","Life insurance and pensions",751124,"COVID"
"1309",2022-10-01,"Fourth income quintile","Life insurance and pensions",752877,"Post-COVID"
"1310",2023-01-01,"Fourth income quintile","Life insurance and pensions",792751,"Post-COVID"
"1311",2023-04-01,"Fourth income quintile","Life insurance and pensions",800767,"Post-COVID"
"1312",2023-07-01,"Fourth income quintile","Life insurance and pensions",792510,"Post-COVID"
"1313",2023-10-01,"Fourth income quintile","Life insurance and pensions",819715,"Post-COVID"
"1314",2024-01-01,"Fourth income quintile","Life insurance and pensions",860217,"Post-COVID"
"1315",2024-04-01,"Fourth income quintile","Life insurance and pensions",858146,"Post-COVID"
"1316",2024-07-01,"Fourth income quintile","Life insurance and pensions",916218,"Post-COVID"
"1317",2017-10-01,"Fourth income quintile","Other financial assets",822577,"Pre-COVID"
"1318",2018-01-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1319",2018-04-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1320",2018-07-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1321",2018-10-01,"Fourth income quintile","Other financial assets",816367,"Pre-COVID"
"1322",2019-01-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1323",2019-04-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1324",2019-07-01,"Fourth income quintile","Other financial assets",NA,"Pre-COVID"
"1325",2019-10-01,"Fourth income quintile","Other financial assets",895060,"Pre-COVID"
"1326",2020-01-01,"Fourth income quintile","Other financial assets",822713,"Pre-COVID"
"1327",2020-04-01,"Fourth income quintile","Other financial assets",1006366,"COVID"
"1328",2020-07-01,"Fourth income quintile","Other financial assets",1045310,"COVID"
"1329",2020-10-01,"Fourth income quintile","Other financial assets",1107129,"COVID"
"1330",2021-01-01,"Fourth income quintile","Other financial assets",1172592,"COVID"
"1331",2021-04-01,"Fourth income quintile","Other financial assets",1186080,"COVID"
"1332",2021-07-01,"Fourth income quintile","Other financial assets",1216660,"COVID"
"1333",2021-10-01,"Fourth income quintile","Other financial assets",1270906,"COVID"
"1334",2022-01-01,"Fourth income quintile","Other financial assets",1249316,"COVID"
"1335",2022-04-01,"Fourth income quintile","Other financial assets",1206206,"COVID"
"1336",2022-07-01,"Fourth income quintile","Other financial assets",1253634,"COVID"
"1337",2022-10-01,"Fourth income quintile","Other financial assets",1243747,"Post-COVID"
"1338",2023-01-01,"Fourth income quintile","Other financial assets",1226278,"Post-COVID"
"1339",2023-04-01,"Fourth income quintile","Other financial assets",1259258,"Post-COVID"
"1340",2023-07-01,"Fourth income quintile","Other financial assets",1313294,"Post-COVID"
"1341",2023-10-01,"Fourth income quintile","Other financial assets",1314968,"Post-COVID"
"1342",2024-01-01,"Fourth income quintile","Other financial assets",1312242,"Post-COVID"
"1343",2024-04-01,"Fourth income quintile","Other financial assets",1319795,"Post-COVID"
"1344",2024-07-01,"Fourth income quintile","Other financial assets",1397335,"Post-COVID"
"1345",2017-10-01,"Fourth income quintile","Non-financial assets",1444639,"Pre-COVID"
"1346",2018-01-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1347",2018-04-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1348",2018-07-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1349",2018-10-01,"Fourth income quintile","Non-financial assets",1440158,"Pre-COVID"
"1350",2019-01-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1351",2019-04-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1352",2019-07-01,"Fourth income quintile","Non-financial assets",NA,"Pre-COVID"
"1353",2019-10-01,"Fourth income quintile","Non-financial assets",1506124,"Pre-COVID"
"1354",2020-01-01,"Fourth income quintile","Non-financial assets",1506215,"Pre-COVID"
"1355",2020-04-01,"Fourth income quintile","Non-financial assets",1666537,"COVID"
"1356",2020-07-01,"Fourth income quintile","Non-financial assets",1721032,"COVID"
"1357",2020-10-01,"Fourth income quintile","Non-financial assets",1812769,"COVID"
"1358",2021-01-01,"Fourth income quintile","Non-financial assets",1972770,"COVID"
"1359",2021-04-01,"Fourth income quintile","Non-financial assets",1971207,"COVID"
"1360",2021-07-01,"Fourth income quintile","Non-financial assets",2159772,"COVID"
"1361",2021-10-01,"Fourth income quintile","Non-financial assets",2323202,"COVID"
"1362",2022-01-01,"Fourth income quintile","Non-financial assets",2399731,"COVID"
"1363",2022-04-01,"Fourth income quintile","Non-financial assets",2297978,"COVID"
"1364",2022-07-01,"Fourth income quintile","Non-financial assets",2265214,"COVID"
"1365",2022-10-01,"Fourth income quintile","Non-financial assets",2192312,"Post-COVID"
"1366",2023-01-01,"Fourth income quintile","Non-financial assets",2177825,"Post-COVID"
"1367",2023-04-01,"Fourth income quintile","Non-financial assets",2285407,"Post-COVID"
"1368",2023-07-01,"Fourth income quintile","Non-financial assets",2253969,"Post-COVID"
"1369",2023-10-01,"Fourth income quintile","Non-financial assets",2192776,"Post-COVID"
"1370",2024-01-01,"Fourth income quintile","Non-financial assets",2208411,"Post-COVID"
"1371",2024-04-01,"Fourth income quintile","Non-financial assets",2252477,"Post-COVID"
"1372",2024-07-01,"Fourth income quintile","Non-financial assets",2261976,"Post-COVID"
"1373",2017-10-01,"Fourth income quintile","Real estate",1270813,"Pre-COVID"
"1374",2018-01-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1375",2018-04-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1376",2018-07-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1377",2018-10-01,"Fourth income quintile","Real estate",1258523,"Pre-COVID"
"1378",2019-01-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1379",2019-04-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1380",2019-07-01,"Fourth income quintile","Real estate",NA,"Pre-COVID"
"1381",2019-10-01,"Fourth income quintile","Real estate",1321024,"Pre-COVID"
"1382",2020-01-01,"Fourth income quintile","Real estate",1326753,"Pre-COVID"
"1383",2020-04-01,"Fourth income quintile","Real estate",1479714,"COVID"
"1384",2020-07-01,"Fourth income quintile","Real estate",1537412,"COVID"
"1385",2020-10-01,"Fourth income quintile","Real estate",1627795,"COVID"
"1386",2021-01-01,"Fourth income quintile","Real estate",1786235,"COVID"
"1387",2021-04-01,"Fourth income quintile","Real estate",1785981,"COVID"
"1388",2021-07-01,"Fourth income quintile","Real estate",1962900,"COVID"
"1389",2021-10-01,"Fourth income quintile","Real estate",2118334,"COVID"
"1390",2022-01-01,"Fourth income quintile","Real estate",2198411,"COVID"
"1391",2022-04-01,"Fourth income quintile","Real estate",2089029,"COVID"
"1392",2022-07-01,"Fourth income quintile","Real estate",2054415,"COVID"
"1393",2022-10-01,"Fourth income quintile","Real estate",1980111,"Post-COVID"
"1394",2023-01-01,"Fourth income quintile","Real estate",1966404,"Post-COVID"
"1395",2023-04-01,"Fourth income quintile","Real estate",2069967,"Post-COVID"
"1396",2023-07-01,"Fourth income quintile","Real estate",2031277,"Post-COVID"
"1397",2023-10-01,"Fourth income quintile","Real estate",1974420,"Post-COVID"
"1398",2024-01-01,"Fourth income quintile","Real estate",1982227,"Post-COVID"
"1399",2024-04-01,"Fourth income quintile","Real estate",2023627,"Post-COVID"
"1400",2024-07-01,"Fourth income quintile","Real estate",2029614,"Post-COVID"
"1401",2017-10-01,"Fourth income quintile","Other non-financial assets",173826,"Pre-COVID"
"1402",2018-01-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1403",2018-04-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1404",2018-07-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1405",2018-10-01,"Fourth income quintile","Other non-financial assets",181635,"Pre-COVID"
"1406",2019-01-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1407",2019-04-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1408",2019-07-01,"Fourth income quintile","Other non-financial assets",NA,"Pre-COVID"
"1409",2019-10-01,"Fourth income quintile","Other non-financial assets",185100,"Pre-COVID"
"1410",2020-01-01,"Fourth income quintile","Other non-financial assets",179462,"Pre-COVID"
"1411",2020-04-01,"Fourth income quintile","Other non-financial assets",186823,"COVID"
"1412",2020-07-01,"Fourth income quintile","Other non-financial assets",183619,"COVID"
"1413",2020-10-01,"Fourth income quintile","Other non-financial assets",184975,"COVID"
"1414",2021-01-01,"Fourth income quintile","Other non-financial assets",186534,"COVID"
"1415",2021-04-01,"Fourth income quintile","Other non-financial assets",185226,"COVID"
"1416",2021-07-01,"Fourth income quintile","Other non-financial assets",196871,"COVID"
"1417",2021-10-01,"Fourth income quintile","Other non-financial assets",204867,"COVID"
"1418",2022-01-01,"Fourth income quintile","Other non-financial assets",201321,"COVID"
"1419",2022-04-01,"Fourth income quintile","Other non-financial assets",208949,"COVID"
"1420",2022-07-01,"Fourth income quintile","Other non-financial assets",210799,"COVID"
"1421",2022-10-01,"Fourth income quintile","Other non-financial assets",212201,"Post-COVID"
"1422",2023-01-01,"Fourth income quintile","Other non-financial assets",211421,"Post-COVID"
"1423",2023-04-01,"Fourth income quintile","Other non-financial assets",215440,"Post-COVID"
"1424",2023-07-01,"Fourth income quintile","Other non-financial assets",222692,"Post-COVID"
"1425",2023-10-01,"Fourth income quintile","Other non-financial assets",218357,"Post-COVID"
"1426",2024-01-01,"Fourth income quintile","Other non-financial assets",226183,"Post-COVID"
"1427",2024-04-01,"Fourth income quintile","Other non-financial assets",228850,"Post-COVID"
"1428",2024-07-01,"Fourth income quintile","Other non-financial assets",232362,"Post-COVID"
"1429",2017-10-01,"Fourth income quintile","Total liabilities",532515,"Pre-COVID"
"1430",2018-01-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1431",2018-04-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1432",2018-07-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1433",2018-10-01,"Fourth income quintile","Total liabilities",559151,"Pre-COVID"
"1434",2019-01-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1435",2019-04-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1436",2019-07-01,"Fourth income quintile","Total liabilities",NA,"Pre-COVID"
"1437",2019-10-01,"Fourth income quintile","Total liabilities",583649,"Pre-COVID"
"1438",2020-01-01,"Fourth income quintile","Total liabilities",576337,"Pre-COVID"
"1439",2020-04-01,"Fourth income quintile","Total liabilities",586243,"COVID"
"1440",2020-07-01,"Fourth income quintile","Total liabilities",597628,"COVID"
"1441",2020-10-01,"Fourth income quintile","Total liabilities",603952,"COVID"
"1442",2021-01-01,"Fourth income quintile","Total liabilities",609284,"COVID"
"1443",2021-04-01,"Fourth income quintile","Total liabilities",601338,"COVID"
"1444",2021-07-01,"Fourth income quintile","Total liabilities",647405,"COVID"
"1445",2021-10-01,"Fourth income quintile","Total liabilities",654254,"COVID"
"1446",2022-01-01,"Fourth income quintile","Total liabilities",639026,"COVID"
"1447",2022-04-01,"Fourth income quintile","Total liabilities",663139,"COVID"
"1448",2022-07-01,"Fourth income quintile","Total liabilities",694148,"COVID"
"1449",2022-10-01,"Fourth income quintile","Total liabilities",701601,"Post-COVID"
"1450",2023-01-01,"Fourth income quintile","Total liabilities",675453,"Post-COVID"
"1451",2023-04-01,"Fourth income quintile","Total liabilities",697062,"Post-COVID"
"1452",2023-07-01,"Fourth income quintile","Total liabilities",705313,"Post-COVID"
"1453",2023-10-01,"Fourth income quintile","Total liabilities",704552,"Post-COVID"
"1454",2024-01-01,"Fourth income quintile","Total liabilities",673032,"Post-COVID"
"1455",2024-04-01,"Fourth income quintile","Total liabilities",700816,"Post-COVID"
"1456",2024-07-01,"Fourth income quintile","Total liabilities",705577,"Post-COVID"
"1457",2017-10-01,"Fourth income quintile","Mortgage liabilities",363082,"Pre-COVID"
"1458",2018-01-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1459",2018-04-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1460",2018-07-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1461",2018-10-01,"Fourth income quintile","Mortgage liabilities",376721,"Pre-COVID"
"1462",2019-01-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1463",2019-04-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1464",2019-07-01,"Fourth income quintile","Mortgage liabilities",NA,"Pre-COVID"
"1465",2019-10-01,"Fourth income quintile","Mortgage liabilities",398140,"Pre-COVID"
"1466",2020-01-01,"Fourth income quintile","Mortgage liabilities",397270,"Pre-COVID"
"1467",2020-04-01,"Fourth income quintile","Mortgage liabilities",415883,"COVID"
"1468",2020-07-01,"Fourth income quintile","Mortgage liabilities",422748,"COVID"
"1469",2020-10-01,"Fourth income quintile","Mortgage liabilities",434325,"COVID"
"1470",2021-01-01,"Fourth income quintile","Mortgage liabilities",447157,"COVID"
"1471",2021-04-01,"Fourth income quintile","Mortgage liabilities",439406,"COVID"
"1472",2021-07-01,"Fourth income quintile","Mortgage liabilities",475873,"COVID"
"1473",2021-10-01,"Fourth income quintile","Mortgage liabilities",474008,"COVID"
"1474",2022-01-01,"Fourth income quintile","Mortgage liabilities",469079,"COVID"
"1475",2022-04-01,"Fourth income quintile","Mortgage liabilities",482698,"COVID"
"1476",2022-07-01,"Fourth income quintile","Mortgage liabilities",512560,"COVID"
"1477",2022-10-01,"Fourth income quintile","Mortgage liabilities",514792,"Post-COVID"
"1478",2023-01-01,"Fourth income quintile","Mortgage liabilities",494690,"Post-COVID"
"1479",2023-04-01,"Fourth income quintile","Mortgage liabilities",512578,"Post-COVID"
"1480",2023-07-01,"Fourth income quintile","Mortgage liabilities",520337,"Post-COVID"
"1481",2023-10-01,"Fourth income quintile","Mortgage liabilities",518953,"Post-COVID"
"1482",2024-01-01,"Fourth income quintile","Mortgage liabilities",493622,"Post-COVID"
"1483",2024-04-01,"Fourth income quintile","Mortgage liabilities",514351,"Post-COVID"
"1484",2024-07-01,"Fourth income quintile","Mortgage liabilities",521254,"Post-COVID"
"1485",2017-10-01,"Fourth income quintile","Other liabilities",169433,"Pre-COVID"
"1486",2018-01-01,"Fourth income quintile","Other liabilities",NA,"Pre-COVID"
